age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
39.0,1,98587.0,10.0,0,9,3,4,0,0.0,0.0,45.0,38,0
47.0,3,145886.0,10.0,0,7,4,4,0,0.0,0.0,40.0,38,0
27.0,3,244315.0,9.0,0,2,2,3,1,0.0,0.0,40.0,38,0
48.0,3,192779.0,10.0,0,2,1,4,1,0.0,0.0,40.0,38,0
50.0,3,209464.0,9.0,5,7,4,4,0,0.0,0.0,35.0,38,0
60.0,3,25141.0,10.0,2,13,0,4,1,0.0,0.0,60.0,38,0
28.0,3,405793.0,12.0,2,12,0,4,1,0.0,0.0,45.0,38,1
47.0,0,53498.0,9.0,0,7,4,2,0,0.0,0.0,40.0,38,0
69.0,8,476653.0,13.0,2,14,0,4,1,0.0,0.0,20.0,38,0
40.0,5,162312.0,9.0,2,2,0,1,1,0.0,0.0,66.0,34,0
37.0,3,277022.0,9.0,4,5,4,4,0,3887.0,0.0,40.0,26,0
41.0,6,109762.0,14.0,4,9,1,4,1,0.0,0.0,40.0,38,0
38.0,3,123031.0,9.0,2,0,0,1,1,0.0,0.0,48.0,37,0
46.0,0,119890.0,11.0,5,12,1,3,0,0.0,0.0,30.0,38,0
21.0,5,409230.0,10.0,4,0,3,4,1,0.0,0.0,30.0,38,0
44.0,3,223308.0,14.0,5,11,4,4,0,0.0,0.0,48.0,38,0
38.0,8,129150.0,6.0,5,14,3,4,1,0.0,0.0,35.0,38,0
47.0,5,119199.0,10.0,2,0,5,4,0,0.0,0.0,35.0,38,1
42.0,3,46221.0,16.0,3,7,1,4,1,27828.0,0.0,60.0,41,1
42.0,1,351161.0,10.0,0,2,1,4,1,0.0,0.0,40.0,38,0
56.0,3,174533.0,13.0,4,3,1,4,0,0.0,0.0,45.0,38,1
32.0,3,324386.0,13.0,4,9,3,4,1,0.0,0.0,40.0,38,0
24.0,3,126568.0,13.0,2,7,0,4,1,0.0,0.0,33.0,38,0
26.0,3,275703.0,10.0,2,11,0,4,1,0.0,0.0,40.0,38,0
36.0,5,219611.0,13.0,4,11,1,2,0,2174.0,0.0,50.0,38,0
49.0,3,200471.0,7.0,4,7,1,4,1,0.0,0.0,60.0,38,0
65.0,3,155261.0,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
73.0,6,74040.0,4.0,0,7,1,1,0,0.0,0.0,40.0,38,0
34.0,3,226296.0,7.0,2,5,0,4,1,0.0,0.0,40.0,38,0
22.0,3,211968.0,13.0,4,0,3,4,0,0.0,0.0,40.0,38,0
49.0,1,126446.0,10.0,4,7,4,4,0,0.0,0.0,30.0,38,0
25.0,3,262885.0,7.0,4,7,4,2,0,0.0,0.0,32.0,38,0
39.0,3,188069.0,5.0,2,13,0,4,1,0.0,0.0,25.0,38,0
19.0,3,113546.0,7.0,4,2,1,4,1,0.0,0.0,56.0,38,0
24.0,3,227070.0,6.0,2,6,5,4,0,0.0,0.0,40.0,38,0
34.0,3,136997.0,9.0,0,0,4,4,0,0.0,0.0,35.0,38,0
35.0,8,119006.0,9.0,6,14,3,4,0,0.0,0.0,38.0,38,0
21.0,3,212407.0,9.0,4,6,2,4,1,0.0,0.0,40.0,38,0
43.0,3,197810.0,14.0,0,7,4,4,0,0.0,0.0,40.0,38,0
35.0,0,35309.0,13.0,4,12,1,1,1,0.0,0.0,28.0,41,0
39.0,3,141802.0,10.0,0,0,4,2,0,0.0,0.0,40.0,38,0
48.0,8,184513.0,13.0,2,14,0,4,1,0.0,0.0,80.0,38,1
33.0,5,124187.0,12.0,4,7,1,2,1,0.0,0.0,32.0,38,0
19.0,3,201743.0,10.0,4,7,3,4,0,0.0,0.0,26.0,38,0
17.0,3,156736.0,6.0,4,11,4,4,0,0.0,0.0,12.0,38,0
43.0,5,47261.0,10.0,2,4,0,4,1,0.0,0.0,50.0,38,0
62.0,3,150693.0,9.0,6,0,1,4,0,0.0,0.0,42.0,38,0
53.0,1,233734.0,14.0,0,9,1,2,0,0.0,0.0,40.0,38,1
45.0,6,35969.0,14.0,2,9,0,4,1,0.0,0.0,60.0,38,1
47.0,3,159550.0,9.0,0,0,1,2,0,0.0,0.0,40.0,38,0
30.0,3,190823.0,10.0,4,7,3,2,0,0.0,0.0,40.0,38,0
53.0,3,213378.0,9.0,5,11,1,4,0,0.0,0.0,33.0,38,0
24.0,3,257500.0,9.0,5,6,3,2,0,0.0,0.0,40.0,38,0
41.0,1,488706.0,10.0,2,5,0,4,1,0.0,0.0,40.0,38,0
58.0,1,239405.0,3.0,0,7,2,2,0,0.0,0.0,40.0,13,0
27.0,0,105189.0,9.0,0,0,1,4,1,4865.0,0.0,50.0,38,0
63.0,6,109735.0,9.0,0,0,1,4,0,0.0,0.0,38.0,38,0
50.0,3,172942.0,10.0,0,7,3,4,1,0.0,0.0,28.0,38,0
43.0,1,209899.0,14.0,4,12,1,2,0,8614.0,0.0,47.0,38,1
29.0,4,87745.0,10.0,4,3,1,4,1,0.0,0.0,60.0,38,0
41.0,3,187881.0,10.0,2,11,0,4,1,3942.0,0.0,40.0,38,0
55.0,3,234125.0,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
36.0,3,272944.0,9.0,4,13,1,4,1,0.0,0.0,45.0,38,0
23.0,1,129232.0,9.0,4,0,3,4,1,0.0,0.0,40.0,38,0
22.0,3,100345.0,13.0,4,2,1,4,1,13550.0,0.0,55.0,38,1
58.0,5,195835.0,10.0,0,2,1,4,1,0.0,0.0,45.0,38,0
25.0,3,251854.0,7.0,4,0,3,2,0,0.0,0.0,40.0,38,0
40.0,3,103474.0,9.0,2,11,5,4,0,0.0,0.0,30.0,38,0
38.0,3,22042.0,11.0,4,9,1,4,0,0.0,0.0,39.0,38,0
37.0,3,343721.0,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
19.0,3,232368.0,10.0,4,7,3,4,0,0.0,0.0,35.0,38,0
55.0,3,174478.0,6.0,4,7,1,4,1,0.0,0.0,29.0,38,0
55.0,3,282023.0,13.0,2,11,0,4,1,15024.0,0.0,50.0,38,1
28.0,3,274690.0,13.0,4,0,1,4,1,0.0,0.0,45.0,38,0
53.0,3,251675.0,9.0,2,2,0,4,1,0.0,0.0,40.0,7,0
32.0,8,647882.0,9.0,2,14,0,4,1,0.0,0.0,40.0,41,0
60.0,3,128367.0,10.0,0,9,4,4,1,3325.0,0.0,42.0,38,0
32.0,3,37380.0,10.0,0,0,4,4,0,0.0,0.0,38.0,38,0
34.0,3,173730.0,9.0,2,11,0,4,1,0.0,0.0,50.0,38,0
49.0,3,353824.0,10.0,0,9,1,4,1,0.0,0.0,45.0,38,1
21.0,3,225890.0,10.0,4,7,2,4,0,0.0,0.0,30.0,38,0
24.0,6,147147.0,13.0,4,0,1,2,0,0.0,0.0,20.0,38,0
53.0,3,233780.0,11.0,0,0,1,2,0,2202.0,0.0,40.0,38,0
29.0,3,394927.0,11.0,2,7,0,4,1,0.0,0.0,40.0,41,0
34.0,1,188682.0,13.0,3,9,1,4,0,0.0,0.0,40.0,38,0
52.0,8,115209.0,15.0,3,14,4,1,0,0.0,0.0,40.0,39,0
41.0,3,277192.0,3.0,2,4,5,4,0,0.0,0.0,40.0,25,0
21.0,3,314182.0,9.0,4,7,1,4,0,0.0,0.0,40.0,38,0
43.0,3,220776.0,14.0,2,3,0,4,1,0.0,0.0,35.0,38,1
31.0,1,189269.0,9.0,4,10,3,4,1,0.0,0.0,40.0,38,0
38.0,3,35429.0,9.0,2,5,0,4,1,0.0,2042.0,40.0,38,0
42.0,3,154374.0,13.0,2,3,0,4,1,0.0,2415.0,60.0,38,1
62.0,3,161460.0,13.0,4,4,1,4,1,0.0,0.0,30.0,38,0
51.0,3,251487.0,4.0,6,6,1,0,0,0.0,0.0,40.0,38,0
30.0,3,177531.0,9.0,4,11,4,2,0,0.0,0.0,25.0,38,0
24.0,3,53942.0,13.0,2,6,0,4,1,0.0,0.0,40.0,38,0
36.0,3,113481.0,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0
57.0,3,361324.0,6.0,2,2,0,4,1,0.0,0.0,40.0,38,0
46.0,3,330087.0,13.0,2,3,0,4,1,0.0,0.0,55.0,38,1
33.0,3,276221.0,16.0,2,9,0,4,1,0.0,0.0,40.0,38,0
42.0,3,121055.0,10.0,4,11,1,4,1,0.0,0.0,45.0,38,0
62.0,3,118696.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
64.0,5,289741.0,10.0,2,11,0,4,1,0.0,0.0,20.0,38,0
18.0,3,238401.0,10.0,4,11,3,4,0,0.0,0.0,25.0,38,0
43.0,3,262038.0,3.0,3,4,4,4,1,0.0,0.0,35.0,25,0
62.0,5,26911.0,4.0,6,7,1,4,0,0.0,0.0,66.0,38,0
29.0,3,161155.0,12.0,2,9,0,4,1,0.0,0.0,50.0,38,0
43.0,3,252519.0,13.0,2,5,0,2,1,0.0,0.0,40.0,13,1
39.0,3,43712.0,9.0,2,3,0,4,1,7298.0,0.0,40.0,38,1
69.0,8,167826.0,13.0,2,14,0,4,1,0.0,0.0,40.0,38,0
34.0,3,188900.0,13.0,2,3,5,4,0,0.0,0.0,40.0,38,0
44.0,3,120057.0,12.0,2,3,0,4,1,4386.0,0.0,45.0,38,1
25.0,3,134113.0,13.0,4,0,1,4,1,0.0,0.0,30.0,38,0
47.0,1,165822.0,10.0,0,13,4,4,1,0.0,0.0,40.0,38,0
17.0,3,99161.0,6.0,4,7,3,4,1,0.0,0.0,8.0,38,0
41.0,1,74581.0,13.0,0,9,4,4,1,0.0,0.0,65.0,38,0
19.0,3,304643.0,10.0,4,11,3,4,1,0.0,0.0,20.0,38,0
57.0,3,121821.0,2.0,2,7,0,3,1,0.0,0.0,40.0,5,0
25.0,3,154863.0,9.0,4,0,4,2,1,0.0,0.0,35.0,38,0
37.0,1,365430.0,10.0,2,0,0,4,1,0.0,0.0,40.0,1,1
29.0,3,183111.0,11.0,2,6,0,4,1,0.0,0.0,40.0,38,0
32.0,3,50178.0,10.0,4,11,3,4,1,0.0,0.0,35.0,38,0
35.0,3,186845.0,15.0,2,9,0,4,1,0.0,0.0,45.0,38,1
52.0,3,159908.0,8.0,4,6,1,4,1,0.0,0.0,40.0,38,0
41.0,3,162189.0,9.0,4,6,3,4,0,1831.0,0.0,40.0,28,0
29.0,3,128509.0,9.0,3,6,1,4,0,0.0,0.0,38.0,7,0
23.0,3,143032.0,14.0,4,9,3,4,0,0.0,0.0,36.0,38,0
31.0,3,382368.0,7.0,2,2,0,4,1,0.0,0.0,40.0,38,0
40.0,3,210013.0,9.0,2,13,0,4,1,0.0,0.0,50.0,38,0
19.0,3,293928.0,9.0,4,0,3,4,0,0.0,0.0,20.0,38,0
21.0,3,208503.0,10.0,4,13,3,4,1,0.0,0.0,10.0,38,0
37.0,6,191841.0,13.0,4,0,1,4,0,8614.0,0.0,40.0,38,1
49.0,5,355978.0,15.0,2,9,0,4,1,99999.0,0.0,35.0,38,1
64.0,1,202738.0,9.0,2,0,5,4,0,0.0,0.0,35.0,38,0
37.0,1,144322.0,11.0,4,0,1,4,0,0.0,0.0,43.0,38,0
70.0,5,155141.0,13.0,2,2,0,4,1,0.0,2377.0,12.0,38,1
22.0,3,160120.0,6.0,4,13,3,1,1,0.0,0.0,30.0,38,0
29.0,4,190450.0,9.0,2,11,0,1,1,0.0,0.0,40.0,10,0
37.0,3,212900.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
29.0,3,115677.0,13.0,4,12,1,4,1,0.0,0.0,40.0,38,0
38.0,3,252250.0,7.0,0,6,1,4,1,0.0,0.0,65.0,38,0
27.0,3,212041.0,9.0,4,2,1,4,1,0.0,0.0,50.0,38,0
58.0,6,198145.0,13.0,2,0,0,4,1,0.0,0.0,35.0,38,1
60.0,1,113658.0,10.0,2,0,5,4,0,0.0,0.0,35.0,38,0
20.0,3,32426.0,10.0,4,11,1,4,1,0.0,0.0,25.0,38,0
51.0,3,98791.0,10.0,2,11,0,4,1,0.0,0.0,40.0,38,1
37.0,3,203828.0,5.0,2,13,0,4,1,0.0,0.0,65.0,38,0
22.0,6,186634.0,8.0,4,3,1,4,1,0.0,0.0,50.0,38,1
56.0,5,125147.0,6.0,2,13,0,4,1,0.0,0.0,60.0,38,0
26.0,3,247455.0,13.0,2,11,5,4,0,5178.0,0.0,42.0,38,1
19.0,3,97215.0,10.0,5,11,4,4,0,0.0,0.0,25.0,38,0
37.0,3,330826.0,11.0,2,9,5,4,0,0.0,0.0,30.0,38,0
27.0,3,200802.0,10.0,4,12,1,4,0,0.0,0.0,40.0,38,0
27.0,3,156266.0,9.0,4,11,3,0,1,0.0,0.0,20.0,38,0
52.0,5,72257.0,10.0,2,11,0,4,1,0.0,0.0,50.0,38,0
45.0,3,363087.0,9.0,5,6,4,2,0,0.0,0.0,40.0,38,0
28.0,3,25955.0,10.0,4,2,3,0,1,0.0,0.0,40.0,38,0
20.0,3,334633.0,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
28.0,3,109162.0,14.0,4,9,1,4,0,0.0,0.0,50.0,38,0
44.0,3,569761.0,11.0,2,5,0,2,1,0.0,0.0,40.0,38,0
30.0,3,209900.0,13.0,2,2,0,4,1,0.0,0.0,40.0,38,0
26.0,6,272986.0,12.0,4,0,3,2,0,0.0,0.0,8.0,38,0
55.0,8,52267.0,14.0,2,14,0,4,1,0.0,0.0,18.0,38,0
46.0,3,82946.0,9.0,4,11,1,4,0,0.0,0.0,40.0,38,0
51.0,3,104651.0,13.0,2,2,0,4,1,0.0,0.0,50.0,38,0
25.0,1,58441.0,13.0,4,9,1,4,0,0.0,0.0,40.0,38,0
43.0,1,269733.0,9.0,5,7,1,4,1,0.0,0.0,40.0,38,0
19.0,8,128453.0,9.0,4,14,3,4,0,0.0,0.0,28.0,38,0
36.0,3,179468.0,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0
36.0,3,183081.0,10.0,4,3,1,4,1,0.0,0.0,40.0,38,0
48.0,3,102938.0,13.0,4,7,4,1,0,0.0,0.0,40.0,39,0
30.0,8,157289.0,7.0,4,14,4,4,1,0.0,0.0,40.0,38,0
24.0,3,359828.0,13.0,2,9,0,4,1,0.0,0.0,44.0,38,1
30.0,3,155659.0,9.0,0,7,4,4,0,0.0,0.0,36.0,38,0
24.0,3,585203.0,13.0,2,3,5,4,0,7688.0,0.0,45.0,38,1
62.0,3,173601.0,13.0,2,6,0,4,1,0.0,0.0,40.0,38,0
41.0,5,214541.0,9.0,0,13,1,4,1,0.0,1590.0,40.0,38,0
49.0,5,163352.0,15.0,2,9,0,4,1,0.0,0.0,85.0,38,1
36.0,5,153976.0,9.0,2,13,0,4,1,0.0,0.0,50.0,38,0
47.0,1,247676.0,14.0,0,9,4,4,0,5455.0,0.0,45.0,38,0
49.0,6,155372.0,14.0,0,9,1,4,0,0.0,0.0,40.0,38,0
52.0,3,329733.0,10.0,4,3,1,4,1,0.0,0.0,40.0,38,0
52.0,3,162576.0,12.0,2,12,0,4,1,0.0,0.0,40.0,38,1
26.0,3,176520.0,9.0,4,0,1,4,1,0.0,0.0,53.0,38,0
51.0,6,226885.0,9.0,4,13,1,4,1,0.0,0.0,40.0,38,0
18.0,3,120781.0,6.0,4,7,3,4,1,0.0,0.0,20.0,38,0
30.0,3,375827.0,9.0,4,5,2,4,1,0.0,0.0,40.0,38,0
46.0,3,205504.0,9.0,0,6,1,4,1,0.0,0.0,20.0,38,0
28.0,3,198813.0,9.0,4,5,3,2,0,0.0,0.0,40.0,38,0
48.0,4,254291.0,13.0,2,3,0,4,1,7298.0,0.0,50.0,38,1
62.0,3,159908.0,10.0,2,0,5,4,0,0.0,0.0,38.0,38,1
49.0,3,40000.0,13.0,2,11,0,4,1,4064.0,0.0,44.0,38,0
69.0,3,102874.0,9.0,6,0,1,4,0,0.0,0.0,24.0,38,0
35.0,3,117381.0,13.0,4,3,1,4,1,8614.0,0.0,45.0,38,1
78.0,3,180239.0,14.0,6,2,4,1,1,0.0,0.0,40.0,34,0
61.0,3,539563.0,10.0,2,3,0,4,1,0.0,0.0,45.0,38,1
24.0,3,261561.0,13.0,4,9,1,4,0,0.0,0.0,40.0,38,0
29.0,3,81057.0,10.0,4,0,3,4,0,0.0,0.0,40.0,38,0
36.0,5,160120.0,13.0,2,11,0,3,1,0.0,0.0,45.0,41,0
17.0,3,41979.0,6.0,4,4,3,4,1,0.0,0.0,40.0,38,0
27.0,3,275110.0,9.0,2,5,0,2,1,0.0,0.0,80.0,38,1
64.0,3,265661.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0
33.0,5,193246.0,9.0,4,3,1,4,1,0.0,0.0,55.0,9,0
32.0,3,236543.0,8.0,2,2,2,4,1,0.0,0.0,40.0,25,0
19.0,3,29510.0,10.0,4,7,3,4,0,0.0,0.0,20.0,38,0
42.0,6,105804.0,7.0,2,4,0,4,1,0.0,0.0,40.0,38,0
24.0,3,194604.0,13.0,4,11,3,4,0,0.0,0.0,15.0,38,0
23.0,3,1038553.0,9.0,4,3,1,2,1,0.0,0.0,45.0,38,0
51.0,1,209320.0,15.0,4,9,1,4,1,3325.0,0.0,40.0,38,0
31.0,3,193231.0,13.0,4,12,1,4,1,3325.0,0.0,60.0,38,0
44.0,3,307468.0,15.0,2,9,0,4,1,0.0,0.0,29.0,38,1
38.0,3,255941.0,14.0,4,3,1,4,0,10520.0,0.0,50.0,38,1
44.0,1,107845.0,12.0,0,10,1,4,0,0.0,0.0,56.0,38,1
44.0,5,567788.0,3.0,2,4,0,4,1,0.0,0.0,40.0,25,0
38.0,3,91857.0,9.0,2,2,0,4,1,0.0,0.0,44.0,38,0
36.0,3,732569.0,5.0,0,0,4,4,0,0.0,0.0,40.0,38,0
29.0,3,86613.0,2.0,4,7,1,4,1,0.0,0.0,20.0,7,0
46.0,3,35961.0,12.0,0,11,1,4,0,0.0,0.0,25.0,10,0
47.0,3,114754.0,9.0,2,0,0,4,1,0.0,0.0,40.0,38,0
30.0,3,235124.0,9.0,2,13,0,4,1,99999.0,0.0,40.0,38,1
37.0,1,218490.0,9.0,2,10,0,4,1,7688.0,0.0,35.0,38,1
27.0,3,329426.0,13.0,4,3,1,4,1,0.0,0.0,45.0,38,0
43.0,3,181015.0,9.0,0,6,4,4,0,0.0,0.0,50.0,38,0
44.0,5,264740.0,15.0,2,9,0,4,1,0.0,0.0,40.0,38,1
31.0,3,381153.0,10.0,4,3,4,4,1,0.0,0.0,60.0,38,0
34.0,3,189759.0,13.0,2,3,0,4,1,0.0,1977.0,45.0,38,1
39.0,3,230467.0,13.0,4,11,3,4,1,0.0,1092.0,40.0,10,0
36.0,3,218542.0,10.0,0,2,4,4,0,0.0,0.0,40.0,38,0
57.0,3,298507.0,13.0,2,9,0,4,1,3103.0,0.0,40.0,38,1
78.0,3,111189.0,4.0,4,6,1,4,0,0.0,0.0,35.0,5,0
24.0,3,168997.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
39.0,3,168894.0,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
21.0,3,149809.0,12.0,4,11,3,4,1,0.0,0.0,40.0,38,0
34.0,3,344073.0,9.0,5,0,1,4,1,0.0,0.0,40.0,38,1
22.0,3,416165.0,10.0,4,11,4,4,0,0.0,0.0,32.0,38,0
36.0,3,41490.0,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0
61.0,3,40269.0,10.0,2,11,0,4,1,0.0,0.0,40.0,38,1
67.0,8,243256.0,5.0,2,14,0,4,1,0.0,0.0,15.0,38,0
42.0,3,250536.0,10.0,5,7,4,2,0,0.0,0.0,21.0,13,0
49.0,0,105586.0,11.0,2,2,0,1,1,0.0,0.0,40.0,38,1
58.0,3,51499.0,11.0,2,2,0,4,1,0.0,0.0,40.0,38,0
37.0,1,189878.0,10.0,2,10,0,4,1,0.0,0.0,60.0,38,0
39.0,3,179481.0,9.0,4,12,1,4,1,4650.0,0.0,44.0,38,0
25.0,3,299765.0,10.0,5,0,2,2,0,0.0,0.0,40.0,22,0
45.0,4,155664.0,3.0,2,2,0,4,1,0.0,0.0,40.0,41,1
30.0,3,54608.0,13.0,2,0,0,4,1,0.0,0.0,40.0,38,0
49.0,8,174702.0,10.0,4,14,1,4,1,0.0,0.0,35.0,38,0
36.0,5,285020.0,9.0,2,2,0,4,1,2885.0,0.0,40.0,38,0
23.0,3,201145.0,9.0,4,2,1,4,1,0.0,0.0,65.0,38,0
51.0,3,125796.0,10.0,2,0,5,2,0,0.0,0.0,35.0,22,0
55.0,3,249072.0,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
35.0,3,99156.0,13.0,4,11,1,4,1,0.0,0.0,50.0,38,0
45.0,6,94754.0,14.0,2,0,0,4,1,0.0,0.0,40.0,18,0
36.0,3,111128.0,13.0,2,9,0,4,1,0.0,0.0,48.0,38,1
32.0,1,157887.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
39.0,3,74194.0,9.0,2,3,0,4,1,0.0,0.0,55.0,38,0
47.0,4,168191.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
49.0,3,28334.0,10.0,2,3,0,4,1,0.0,0.0,45.0,38,1
52.0,3,84278.0,10.0,2,3,0,4,1,7688.0,0.0,55.0,41,1
44.0,3,721161.0,10.0,5,6,1,2,1,0.0,0.0,40.0,38,0
36.0,3,188069.0,10.0,2,3,0,4,1,0.0,0.0,50.0,38,1
40.0,3,145178.0,10.0,0,2,4,2,0,0.0,0.0,30.0,38,0
17.0,3,52967.0,6.0,4,7,3,4,0,0.0,0.0,6.0,38,0
18.0,3,177578.0,9.0,4,11,3,4,0,0.0,0.0,38.0,38,0
30.0,4,185384.0,10.0,2,3,5,4,0,0.0,0.0,25.0,38,0
66.0,3,66008.0,9.0,6,8,1,4,0,0.0,0.0,50.0,8,0
59.0,3,329059.0,13.0,4,2,1,4,1,0.0,0.0,50.0,38,0
30.0,1,348802.0,9.0,2,0,0,2,1,0.0,0.0,40.0,38,0
50.0,3,34233.0,9.0,2,4,0,4,1,0.0,0.0,50.0,38,0
24.0,3,509629.0,9.0,4,7,3,4,0,0.0,0.0,25.0,38,0
28.0,3,27956.0,15.0,2,9,0,1,1,0.0,0.0,99.0,29,0
44.0,1,83286.0,14.0,2,9,5,4,0,0.0,0.0,40.0,38,1
25.0,3,309098.0,11.0,4,9,1,4,1,0.0,0.0,40.0,38,0
45.0,3,188950.0,14.0,2,3,0,4,1,0.0,0.0,50.0,38,1
20.0,3,224217.0,9.0,4,13,1,4,1,0.0,0.0,40.0,38,0
67.0,3,222899.0,11.0,0,9,4,4,0,0.0,0.0,40.0,38,0
40.0,5,123306.0,15.0,2,9,0,4,1,0.0,0.0,45.0,38,1
52.0,0,279337.0,9.0,2,0,0,4,1,0.0,0.0,40.0,38,0
34.0,3,347166.0,16.0,4,9,1,4,1,0.0,0.0,50.0,38,1
37.0,1,251396.0,12.0,2,9,0,4,1,0.0,0.0,45.0,1,1
17.0,4,143034.0,6.0,4,7,3,4,1,0.0,0.0,4.0,38,0
25.0,3,57635.0,11.0,2,11,5,4,0,0.0,0.0,42.0,38,1
35.0,1,162651.0,13.0,0,9,1,4,1,0.0,0.0,40.0,32,0
63.0,3,28334.0,14.0,0,3,1,4,0,0.0,0.0,40.0,38,1
38.0,1,84570.0,10.0,4,0,3,0,0,0.0,0.0,40.0,38,0
33.0,3,181091.0,13.0,2,0,0,4,1,0.0,0.0,60.0,19,1
51.0,1,117496.0,14.0,2,9,5,4,0,0.0,0.0,40.0,38,1
64.0,6,216160.0,16.0,2,9,0,4,1,0.0,0.0,50.0,3,1
50.0,4,204447.0,10.0,0,10,1,4,1,0.0,0.0,40.0,38,0
18.0,3,374969.0,6.0,4,13,1,4,1,0.0,0.0,56.0,38,0
67.0,3,35015.0,14.0,4,9,1,4,1,0.0,0.0,99.0,38,0
46.0,3,179869.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
60.0,5,137733.0,13.0,2,4,0,4,1,0.0,0.0,50.0,38,0
29.0,3,193125.0,9.0,4,6,1,4,0,0.0,0.0,40.0,38,0
30.0,3,103649.0,10.0,4,7,3,2,0,0.0,0.0,40.0,38,0
56.0,6,54260.0,16.0,2,9,1,1,1,2885.0,0.0,40.0,2,0
29.0,3,197932.0,9.0,2,5,5,4,0,0.0,0.0,40.0,25,1
37.0,3,249720.0,13.0,4,0,4,2,0,0.0,0.0,27.0,38,0
55.0,3,223613.0,2.0,0,8,4,4,0,0.0,0.0,30.0,4,0
24.0,3,259865.0,9.0,4,0,1,4,0,0.0,0.0,30.0,38,0
21.0,3,301694.0,9.0,4,2,1,4,1,0.0,0.0,35.0,25,0
46.0,4,276934.0,13.0,2,11,0,4,1,0.0,0.0,70.0,38,1
25.0,3,395512.0,8.0,2,6,2,3,1,0.0,0.0,40.0,25,0
40.0,3,168071.0,9.0,4,2,3,4,1,0.0,0.0,28.0,38,0
23.0,3,45317.0,10.0,5,11,3,4,0,0.0,0.0,40.0,38,0
43.0,5,311177.0,10.0,4,13,1,2,1,0.0,0.0,30.0,38,0
29.0,5,190636.0,10.0,2,2,0,0,1,0.0,1485.0,60.0,38,1
59.0,3,221336.0,6.0,6,7,2,1,0,0.0,0.0,40.0,29,0
18.0,3,120691.0,10.0,4,7,3,2,1,0.0,0.0,35.0,41,0
28.0,3,107389.0,9.0,4,3,3,4,1,0.0,0.0,32.0,38,0
17.0,3,293440.0,7.0,4,0,3,4,0,0.0,0.0,15.0,38,0
53.0,3,145409.0,9.0,2,6,0,4,1,0.0,0.0,40.0,38,1
22.0,3,213902.0,3.0,4,8,2,4,0,0.0,0.0,40.0,7,0
63.0,3,100099.0,9.0,3,2,1,4,1,0.0,0.0,40.0,38,0
32.0,3,191856.0,14.0,2,11,5,4,0,0.0,0.0,45.0,38,1
40.0,1,233891.0,9.0,4,0,4,2,0,0.0,0.0,35.0,38,0
61.0,5,96073.0,15.0,2,9,0,4,1,0.0,0.0,50.0,8,1
35.0,3,474136.0,9.0,4,2,1,4,1,0.0,1408.0,40.0,38,0
43.0,5,355856.0,13.0,2,3,0,1,1,0.0,0.0,50.0,29,0
20.0,8,144685.0,10.0,4,14,3,1,0,0.0,1602.0,40.0,35,0
48.0,5,139212.0,10.0,0,2,1,4,1,0.0,0.0,40.0,38,0
56.0,6,143931.0,13.0,6,9,1,4,0,0.0,0.0,40.0,38,0
51.0,0,160703.0,9.0,2,0,0,4,1,0.0,0.0,40.0,38,0
34.0,3,191291.0,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0
44.0,3,68729.0,10.0,2,11,0,1,1,0.0,1902.0,40.0,38,1
61.0,3,119986.0,14.0,2,9,0,4,1,0.0,0.0,40.0,41,1
37.0,3,227545.0,10.0,2,11,0,4,1,0.0,0.0,44.0,38,1
36.0,3,32776.0,13.0,2,3,0,4,1,0.0,1977.0,40.0,38,1
34.0,3,228881.0,10.0,5,6,1,3,1,0.0,0.0,40.0,38,0
23.0,3,84648.0,10.0,4,11,3,4,0,0.0,0.0,25.0,38,0
63.0,0,101996.0,14.0,0,9,1,4,1,0.0,0.0,40.0,38,1
63.0,8,68954.0,9.0,6,14,1,2,0,0.0,0.0,11.0,38,0
47.0,1,285060.0,14.0,2,3,0,4,1,0.0,1977.0,41.0,38,1
55.0,4,209569.0,9.0,0,11,4,4,0,0.0,0.0,50.0,38,1
31.0,1,331126.0,13.0,4,10,3,2,1,0.0,0.0,48.0,38,0
27.0,3,279872.0,10.0,0,7,1,4,1,0.0,0.0,40.0,38,0
58.0,3,150560.0,13.0,0,0,1,4,0,14084.0,0.0,40.0,38,1
28.0,1,185647.0,10.0,2,10,0,4,1,0.0,0.0,48.0,38,0
